Longitude,Latitude,Depth(km),Magnitude,DateTime
-17.8373,28.5593,11,3.1,2021-10-25T01:20:48Z
-17.8424,28.5638,11.1,2.6,2021-10-25T01:23:04Z
-17.8373,28.563,11.3,3.2,2021-10-25T01:29:08Z
-17.8363,28.5623,11.2,2.6,2021-10-25T01:32:02Z
-17.8235,28.5626,12.6,2.6,2021-10-25T01:33:42Z
-17.839,28.5678,10.7,2.6,2021-10-25T01:43:57Z
-17.8313,28.5567,11.6,2.9,2021-10-25T01:56:24Z
-17.8494,28.5557,11,2.8,2021-10-25T01:57:59Z
-17.8293,28.5582,14.6,3,2021-10-25T02:00:07Z
-17.8403,28.5495,13.1,3,2021-10-25T02:03:38Z
-17.8392,28.5635,14.6,3.5,2021-10-25T02:05:41Z
-17.7771,28.635,36.7,2.7,2021-10-25T02:13:01Z
-17.8292,28.5509,12.6,3.3,2021-10-25T02:18:00Z
-17.8274,28.5606,13.7,3,2021-10-25T02:19:37Z
-17.8323,28.567,14,2.6,2021-10-25T02:25:48Z
-17.835,28.5724,10.2,2.6,2021-10-25T02:31:47Z
-17.8316,28.5777,10.4,2.6,2021-10-25T02:34:12Z
-17.8438,28.5547,13.6,3.1,2021-10-25T02:41:04Z
-17.8438,28.5613,11.3,3,2021-10-25T02:51:29Z
-17.8328,28.5652,11.1,3.2,2021-10-25T03:03:18Z
-17.8431,28.5648,13.6,3.2,2021-10-25T03:03:42Z
-17.8369,28.5581,11.2,3,2021-10-25T03:04:26Z
-17.8461,28.5704,7.8,2.9,2021-10-25T03:09:55Z
-17.8592,28.5713,13.7,2.7,2021-10-25T03:16:23Z
-17.8299,28.5636,9.8,2.6,2021-10-25T03:18:09Z
-17.8508,28.5653,9.7,2.8,2021-10-25T03:19:10Z
-17.8438,28.5548,11.5,2.9,2021-10-25T03:22:49Z
-17.8598,28.5553,11.1,3.2,2021-10-25T03:30:27Z
-17.8291,28.5634,13.2,2.5,2021-10-25T03:33:32Z
-17.852,28.5783,10.4,2.7,2021-10-25T03:38:49Z
-17.8272,28.5362,33.8,2.8,2021-10-25T03:41:21Z
-17.8478,28.5604,11.2,3,2021-10-25T03:43:42Z
-17.8399,28.55,14.3,2.7,2021-10-25T03:46:42Z
-17.8186,28.5773,10.3,2.5,2021-10-25T03:51:01Z
-17.8313,28.5612,11.1,2.9,2021-10-25T03:53:45Z
-17.8356,28.5623,10.2,2.7,2021-10-25T04:15:21Z
-17.8329,28.5552,13.8,2.9,2021-10-25T04:26:51Z
-17.8252,28.5568,11.4,3,2021-10-25T04:31:22Z
-17.8282,28.5686,10.2,2.5,2021-10-25T04:43:16Z
-17.8403,28.5699,12,2.4,2021-10-25T04:43:44Z
-17.8357,28.5537,10.4,2.8,2021-10-25T04:46:19Z
-17.8356,28.5655,9.3,2.5,2021-10-25T04:50:44Z
-17.8294,28.5686,11.7,2.6,2021-10-25T04:52:12Z
-17.8284,28.5646,13.2,2.8,2021-10-25T04:53:16Z
-17.8389,28.5598,10.5,2.4,2021-10-25T05:00:27Z
-17.8315,28.5569,13.3,2.6,2021-10-25T05:01:40Z
-17.837,28.5578,10.5,2.6,2021-10-25T05:03:56Z
-17.8394,28.565,11.1,2.5,2021-10-25T05:07:25Z
-17.8215,28.5572,13.1,2.5,2021-10-25T05:08:42Z
-17.8333,28.5467,14.3,2.9,2021-10-25T05:11:07Z
-17.8275,28.5472,13.6,3,2021-10-25T05:14:26Z
-17.8388,28.5521,12.3,2.7,2021-10-25T05:27:49Z
-17.8515,28.565,10,2.7,2021-10-25T05:33:21Z
-17.8362,28.5615,10.8,2.8,2021-10-25T05:52:02Z
-17.8332,28.551,14.2,3,2021-10-25T05:53:30Z
-17.8439,28.5506,13.9,2.8,2021-10-25T05:55:02Z
-17.8393,28.5541,10.2,2.6,2021-10-25T06:04:08Z
-17.8239,28.5643,13.1,2.8,2021-10-25T06:13:49Z
-17.8267,28.5661,10.9,2.6,2021-10-25T06:20:30Z
-17.837,28.5469,14.1,3,2021-10-25T06:28:06Z
-17.8457,28.5567,10.2,2.8,2021-10-25T06:43:46Z
-17.8302,28.5463,13.6,3.1,2021-10-25T06:45:02Z
-17.8359,28.562,13,3.6,2021-10-25T06:47:50Z
-17.8178,28.5558,13.7,2.5,2021-10-25T06:49:33Z
-17.8402,28.5633,10.3,2.5,2021-10-25T06:53:56Z
-17.861,28.5681,10.5,2.5,2021-10-25T06:59:01Z
-17.8287,28.5677,11.4,3,2021-10-25T07:05:36Z
-17.8161,28.5623,10.8,3.2,2021-10-25T07:12:40Z
-17.8387,28.5676,13.9,3.1,2021-10-25T07:21:32Z
-17.8367,28.5626,10.2,2.6,2021-10-25T07:28:16Z
-17.8419,28.548,12.6,3.4,2021-10-25T07:29:27Z
-17.8236,28.5679,12.4,3.7,2021-10-25T07:31:33Z
-17.8499,28.5596,10.4,3,2021-10-25T07:33:50Z
-17.8427,28.5451,14.2,3.4,2021-10-25T07:37:12Z
-17.846800000000002,28.5659,13.2,2.9,2021-10-25T07:43:40Z
-17.8417,28.5716,10.4,2.8,2021-10-25T07:53:43Z
-17.8348,28.5615,13.2,3.5,2021-10-25T07:57:09Z
-17.8373,28.5482,13.6,3.1,2021-10-25T07:59:11Z
-17.8382,28.5433,12.8,2.6,2021-10-25T08:03:11Z
-17.817,28.5682,10.5,2.4,2021-10-25T08:06:11Z
-17.8327,28.5536,14.2,2.8,2021-10-25T08:08:16Z
-17.8344,28.5529,12.4,3.2,2021-10-25T08:10:52Z
-17.8331,28.5602,13.3,2.6,2021-10-25T08:21:28Z
-17.8428,28.5665,12.1,3.1,2021-10-25T08:30:31Z
-17.8391,28.56,12.9,2.9,2021-10-25T08:32:08Z
-17.8248,28.5616,11.4,3.4,2021-10-25T08:48:23Z
-17.8348,28.5623,10.5,3.1,2021-10-25T08:52:53Z
-17.8391,28.5637,11.5,3.2,2021-10-25T08:54:32Z
-17.8292,28.5553,14.1,2.9,2021-10-25T08:57:12Z
-17.8337,28.5552,10.1,3.4,2021-10-25T09:10:51Z
-17.8435,28.5647,11,2.8,2021-10-25T09:16:48Z
-17.8414,28.5527,13.1,3.3,2021-10-25T09:22:05Z
-17.8391,28.5671,10.9,2.6,2021-10-25T09:24:59Z
-17.8488,28.5659,10.5,2.5,2021-10-25T09:26:45Z
-17.8572,28.5674,10.9,2.7,2021-10-25T09:28:16Z
-17.8381,28.5524,14,2.9,2021-10-25T09:31:04Z
-17.8184,28.5699,10.5,2.7,2021-10-25T09:32:59Z
-17.8378,28.5579,11.2,3.3,2021-10-25T09:35:38Z
-17.8329,28.565,11,3.2,2021-10-25T09:38:01Z
-17.8274,28.5628,10.4,3,2021-10-25T09:46:20Z
-17.8325,28.5581,10.2,3.4,2021-10-25T09:51:10Z
-17.8334,28.5544,12.4,2.9,2021-10-25T09:52:16Z
-17.8238,28.569,11.1,2.8,2021-10-25T09:53:25Z
-17.8407,28.5652,10.2,3,2021-10-25T10:06:26Z
-17.8448,28.5596,10.2,2.6,2021-10-25T10:09:55Z
-17.842,28.5602,10.8,3.2,2021-10-25T10:19:35Z
-17.8383,28.5672,10.2,2.8,2021-10-25T10:25:52Z
-17.8316,28.5619,10.7,2.7,2021-10-25T10:27:37Z
-17.8338,28.5612,10.8,3,2021-10-25T10:30:39Z
-17.8464,28.5687,10.7,2.7,2021-10-25T10:35:43Z
-17.8245,28.5625,13.1,2.8,2021-10-25T10:39:37Z
-17.8389,28.5504,10.1,2.7,2021-10-25T10:46:16Z
-17.8467,28.5553,10,2.5,2021-10-25T10:53:21Z
-17.8456,28.5595,10.8,2.7,2021-10-25T11:11:02Z
-17.8289,28.5615,10.3,3.1,2021-10-25T11:19:34Z
-17.8443,28.5586,11.2,2.5,2021-10-25T11:21:19Z
-17.8543,28.5385,10.8,2.6,2021-10-25T11:56:48Z
-17.8289,28.5654,11.2,2.7,2021-10-25T11:58:19Z
-17.8377,28.5508,12.4,3.1,2021-10-25T12:07:55Z
-17.8306,28.5563,13.5,3.3,2021-10-25T12:12:11Z
-17.864,28.594,10,2.4,2021-10-25T12:21:23Z
-17.8564,28.5654,10,2.9,2021-10-25T12:36:03Z
-17.8083,28.5698,32.1,3.3,2021-10-25T12:43:30Z
-17.8443,28.5799,9.2,3,2021-10-25T12:55:13Z
-17.8539,28.5695,10.2,3.2,2021-10-25T13:03:10Z
-17.8431,28.5595,10.9,3,2021-10-25T13:15:29Z
-17.8324,28.5536,14,3.1,2021-10-25T13:21:20Z
-17.8607,28.5448,13,2.7,2021-10-25T13:26:03Z
-17.8281,28.5584,12.8,3.2,2021-10-25T13:27:55Z
-17.8242,28.5864,27.8,2.9,2021-10-25T13:32:37Z
-17.8321,28.5686,13.9,3,2021-10-25T13:42:04Z
-17.8416,28.5639,11.2,2.9,2021-10-25T13:57:40Z
-17.8368,28.5521,14,3.1,2021-10-25T14:00:41Z
-17.863,28.5501,32.3,2.8,2021-10-25T14:08:02Z
-17.8333,28.5659,10.2,3,2021-10-25T14:16:07Z
-17.8398,28.562,11.1,3.5,2021-10-25T14:22:39Z
-17.8513,28.5799,11.9,2.7,2021-10-25T14:24:36Z
-17.8377,28.5572,12.8,3.4,2021-10-25T14:27:51Z
-17.8089,28.5736,34.9,3.2,2021-10-25T14:29:02Z
-17.8369,28.5815,9.2,2.9,2021-10-25T14:43:18Z
-17.8369,28.5656,11.4,3.1,2021-10-25T14:45:52Z
-17.8281,28.5602,12.2,2.9,2021-10-25T14:59:54Z
-17.8384,28.563,12.3,2.8,2021-10-25T15:04:12Z
-17.8252,28.5677,10.9,3.3,2021-10-25T15:07:51Z
-17.8517,28.5639,10.8,2.5,2021-10-25T15:22:12Z
-17.8453,28.571,10.7,2.6,2021-10-25T15:25:20Z
-17.8379,28.5553,12.8,2.9,2021-10-25T15:31:23Z
-17.8408,28.5532,11.2,2.8,2021-10-25T15:39:42Z
-17.8335,28.5607,13.5,3.5,2021-10-25T15:40:51Z
-17.8359,28.5669,10.4,2.6,2021-10-25T15:44:27Z
-17.8294,28.5628,13.8,3.3,2021-10-25T16:06:37Z
-17.8442,28.557,13.5,2.9,2021-10-25T16:17:03Z
-17.8401,28.5465,13.6,3,2021-10-25T16:23:41Z
-17.8518,28.5819,10.6,2.6,2021-10-25T16:25:12Z
-17.8474,28.5615,11.5,3.5,2021-10-25T16:29:29Z
-17.82,28.5717,12.9,2.9,2021-10-25T16:35:34Z
-17.8443,28.5695,12.3,3.3,2021-10-25T16:37:13Z
-17.8639,28.5656,12.5,2.6,2021-10-25T16:43:42Z
-17.8352,28.5579,12.3,3.4,2021-10-25T16:46:28Z
-17.8445,28.5577,12.2,2.5,2021-10-25T16:51:34Z
-17.846,28.5713,10.2,3,2021-10-25T16:55:16Z
-17.847,28.5611,12.9,3.4,2021-10-25T17:00:54Z
-17.8445,28.5603,10.6,3.1,2021-10-25T17:03:13Z
-17.8389,28.5691,9.5,2.5,2021-10-25T17:13:01Z
-17.8186,28.5703,10.1,2.7,2021-10-25T17:15:53Z
-17.8176,28.5587,12.8,2.5,2021-10-25T17:18:21Z
-17.8241,28.5652,12.8,2.6,2021-10-25T17:20:34Z
-17.8334,28.5608,13.2,3.4,2021-10-25T17:24:49Z
-17.8452,28.558,10.7,2.5,2021-10-25T17:26:03Z
-17.8363,28.5615,10.5,2.5,2021-10-25T17:38:10Z
-17.8373,28.5566,13,3.4,2021-10-25T17:41:55Z
-17.8389,28.5683,12.8,2.8,2021-10-25T17:51:49Z
-17.8414,28.5629,10.3,3.2,2021-10-25T17:54:47Z
-17.8304,28.5605,12.9,2.6,2021-10-25T17:55:54Z
-17.837,28.5501,13.9,3,2021-10-25T17:57:57Z
-17.828,28.5621,11.6,2.7,2021-10-25T18:00:35Z
-17.845,28.5631,12.4,2.7,2021-10-25T18:07:52Z
-17.8332,28.5636,12.1,2.7,2021-10-25T18:09:36Z
-17.857,28.57,11.3,3.2,2021-10-25T18:13:59Z
-17.8457,28.5499,14.6,3.4,2021-10-25T18:15:43Z
-17.8233,28.5591,12.3,2.8,2021-10-25T18:20:03Z
-17.8411,28.5631,12.8,2.9,2021-10-25T18:27:56Z
-17.842,28.5641,12,2.6,2021-10-25T18:31:07Z
-17.8279,28.5655,10.2,2.8,2021-10-25T18:32:09Z
-17.8542,28.5603,12.8,2.6,2021-10-25T18:33:18Z
-17.8552,28.5636,11.8,2.7,2021-10-25T18:35:24Z
-17.8271,28.5707,9.8,2.4,2021-10-25T18:39:13Z
-17.8311,28.5667,11.3,2.4,2021-10-25T18:45:19Z
-17.8498,28.5629,11.2,2.6,2021-10-25T18:53:10Z
-17.8146,28.5638,11.7,2.4,2021-10-25T18:54:13Z
-17.8361,28.5593,12.3,3.2,2021-10-25T18:57:17Z
-17.8376,28.5587,11.3,3.2,2021-10-25T19:15:57Z
-17.8325,28.5644,10.6,3.1,2021-10-25T19:22:49Z
-17.847,28.5572,13.2,3.4,2021-10-25T19:29:10Z
-17.8519,28.5711,11.5,2.9,2021-10-25T19:31:08Z
-17.8396,28.5576,11.3,3.1,2021-10-25T19:35:34Z
-17.839,28.5758,11,2.6,2021-10-25T19:45:12Z
-17.8356,28.562,11.1,3.1,2021-10-25T19:51:13Z
-17.8372,28.5628,10.3,2.9,2021-10-25T19:54:54Z
-17.8416,28.5583,12.2,3.3,2021-10-25T20:01:04Z
-17.8354,28.564,11.1,3.1,2021-10-25T20:14:09Z
-17.8476,28.5593,11.2,3,2021-10-25T20:20:29Z
-17.8414,28.554,13.2,2.9,2021-10-25T20:24:16Z
-17.8188,28.5686,10.5,2.7,2021-10-25T20:42:21Z
-17.8368,28.5587,13.8,3.1,2021-10-25T20:43:27Z
-17.8342,28.5643,12.2,2.8,2021-10-25T20:46:37Z
-17.846800000000002,28.5614,11.3,3.4,2021-10-25T20:51:12Z
-17.8289,28.5651,13.1,2.8,2021-10-25T20:55:41Z
-17.8338,28.5588,10.2,3,2021-10-25T21:00:55Z
-17.8326,28.5557,10.4,2.8,2021-10-25T21:17:40Z
-17.8313,28.5682,10.4,2.8,2021-10-25T21:25:32Z
-17.8373,28.5638,10.9,3.2,2021-10-25T21:28:46Z
-17.8346,28.5644,10.9,3.5,2021-10-25T21:31:22Z
-17.8363,28.565,10.8,2.9,2021-10-25T21:33:39Z
-17.8449,28.5607,11.6,2.7,2021-10-25T21:36:36Z
-17.8347,28.5575,10.7,3,2021-10-25T21:42:19Z
-17.8384,28.5587,10.9,2.8,2021-10-25T21:43:47Z
-17.8321,28.5604,10.1,3,2021-10-25T21:58:28Z
-17.8335,28.5584,12.2,2.5,2021-10-25T22:02:58Z
-17.8376,28.5668,10.9,2.6,2021-10-25T22:52:45Z
-17.821,28.5652,10.6,2.8,2021-10-25T22:54:04Z
-17.8276,28.5583,10.9,2.8,2021-10-25T23:11:33Z
-17.8141,28.5735,12,2.8,2021-10-25T23:14:55Z
-17.837,28.5643,11.2,2.8,2021-10-25T23:30:13Z
-17.8194,28.5672,12.2,2.9,2021-10-25T23:41:36Z
-17.8376,28.5685,11.6,3,2021-10-25T23:44:20Z
-17.8416,28.568,10.6,2.6,2021-10-25T23:47:37Z
-17.8456,28.5586,13.1,2.8,2021-10-24T00:01:08Z
-17.8407,28.5614,10.6,3,2021-10-24T01:01:35Z
-17.8437,28.5633,10.9,2.9,2021-10-24T01:48:19Z
-17.8437,28.5724,12.2,3.3,2021-10-24T01:55:20Z
-17.8487,28.5593,10.8,2.9,2021-10-24T01:57:39Z
-17.8321,28.5789,9.7,2.5,2021-10-24T02:03:10Z
-17.8367,28.5671,11.1,2.5,2021-10-24T02:15:30Z
-17.8314,28.5621,11.6,3.5,2021-10-24T02:25:00Z
-17.8444,28.5561,14.1,2.3,2021-10-24T02:46:03Z
-17.8142,28.5666,35.8,3.9,2021-10-24T02:54:50Z
-17.8303,28.5669,10.6,2.6,2021-10-24T03:07:47Z
-17.8325,28.5609,10.3,2.8,2021-10-24T03:13:18Z
-17.8482,28.5606,11.1,2.7,2021-10-24T03:15:19Z
-17.8052,28.553,14.3,2.6,2021-10-24T03:17:33Z
-17.8302,28.5594,13,3.3,2021-10-24T03:22:21Z
-17.8426,28.5668,10.6,2.9,2021-10-24T03:25:51Z
-17.8068,28.5612,14.7,2.7,2021-10-24T03:27:51Z
-17.8438,28.5577,11.1,3,2021-10-24T03:34:39Z
-17.8448,28.5651,10.4,2.7,2021-10-24T03:37:30Z
-17.842,28.577,9.8,2.6,2021-10-24T03:43:51Z
-17.8323,28.5597,13.8,2.8,2021-10-24T03:45:09Z
-17.806,28.546,11,2.8,2021-10-24T03:53:44Z
-17.8361,28.5817,10.1,2.6,2021-10-24T04:05:16Z
-17.86,28.5569,11,2.7,2021-10-24T04:10:06Z
-17.8236,28.5649,10.6,2.9,2021-10-24T04:13:09Z
-17.836,28.5629,10.7,2.6,2021-10-24T04:15:06Z
-17.8272,28.5659,10.5,2.4,2021-10-24T04:17:15Z
-17.833,28.5671,9.9,2.9,2021-10-24T04:19:37Z
-17.8391,28.5576,9.6,3.6,2021-10-24T04:25:16Z
-17.8304,28.5612,12.3,3.3,2021-10-24T04:28:08Z
-17.828,28.564,11.1,3.9,2021-10-24T04:34:01Z
-17.8541,28.5779,11.1,2.8,2021-10-24T04:36:19Z
-17.8492,28.562,10.3,3.3,2021-10-24T04:41:22Z
-17.8303,28.5663,11.4,3.5,2021-10-24T04:44:54Z
-17.8775,28.561,28.1,3,2021-10-24T04:46:28Z
-17.8557,28.5725,9.6,2.8,2021-10-24T04:48:18Z
-17.8497,28.5596,14.2,2.6,2021-10-24T04:50:22Z
-17.8302,28.5496,13.3,2.8,2021-10-24T04:58:56Z
-17.833,28.5573,11.7,2.9,2021-10-24T05:00:37Z
-17.8288,28.5644,9.8,2.6,2021-10-24T05:02:03Z
-17.836,28.5591,11.2,2.6,2021-10-24T05:03:44Z
-17.8335,28.5611,10.8,2.5,2021-10-24T05:08:24Z
-17.8228,28.5646,12.9,2.6,2021-10-24T05:09:37Z
-17.8221,28.5649,10.6,3.7,2021-10-24T05:14:12Z
-17.8423,28.5517,11.2,2.5,2021-10-24T05:16:25Z
-17.8347,28.5543,14.5,3.2,2021-10-24T05:24:18Z
-17.8349,28.5569,13,3.6,2021-10-24T05:26:08Z
-17.8145,28.5581,10.5,2.4,2021-10-24T05:28:05Z
-17.8298,28.555,10.4,3.5,2021-10-24T05:29:37Z
-17.8179,28.5615,10.7,2.7,2021-10-24T05:32:40Z
-17.8338,28.5637,10.8,2.6,2021-10-24T05:37:28Z
-17.8311,28.5579,10.7,2.7,2021-10-24T05:39:58Z
-17.8233,28.5586,13.3,2.9,2021-10-24T05:42:25Z
-17.8264,28.5679,10.2,2.3,2021-10-24T05:46:02Z
-17.8289,28.5629,11.4,3.1,2021-10-24T05:47:12Z
-17.8363,28.5634,11.1,2.5,2021-10-24T05:50:02Z
-17.8322,28.5562,11,3.2,2021-10-24T05:53:14Z
-17.8211,28.5623,10.8,2.6,2021-10-24T05:54:26Z
-17.8054,28.5794,35.9,3.6,2021-10-24T05:57:45Z
-17.8285,28.5586,10.5,2.8,2021-10-24T06:02:49Z
-17.8341,28.5648,10.2,3.5,2021-10-24T06:10:32Z
-17.8306,28.5535,13,2.7,2021-10-24T06:12:39Z
-17.8287,28.562,11.3,2.8,2021-10-24T06:24:44Z
-17.8373,28.565,10,2.1,2021-10-24T06:32:13Z
-17.8353,28.5672,11,3,2021-10-24T06:35:21Z
-17.8329,28.5506,13.1,2.5,2021-10-24T06:39:44Z
-17.8333,28.5548,11.5,2.8,2021-10-24T06:42:15Z
-17.8536,28.5635,10.1,2.1,2021-10-24T06:50:24Z
-17.8498,28.5502,11.3,2.7,2021-10-24T06:53:41Z
-17.8287,28.5501,14,2.5,2021-10-24T06:55:53Z
-17.8273,28.5631,10.8,3.4,2021-10-24T06:58:38Z
-17.8253,28.561,10.5,2.9,2021-10-24T07:03:15Z
-17.8366,28.5543,12.1,3.1,2021-10-24T07:10:46Z
-17.8382,28.5645,10.3,3.4,2021-10-24T07:13:35Z
-17.831,28.5559,11.4,2.7,2021-10-24T07:16:14Z
-17.8316,28.5646,11.4,2.5,2021-10-24T07:18:51Z
-17.8249,28.5619,11,2.9,2021-10-24T07:23:15Z
-17.8409,28.5523,12.8,2.7,2021-10-24T07:30:38Z
-17.8299,28.558,11.2,2.6,2021-10-24T07:36:30Z
-17.8293,28.5629,12.3,3,2021-10-24T07:37:38Z
-17.8271,28.5671,11.1,2.6,2021-10-24T07:38:47Z
-17.8306,28.5612,10.9,2.8,2021-10-24T07:42:20Z
-17.8375,28.5514,13.9,3.3,2021-10-24T07:45:32Z
-17.8338,28.5579,11,3.5,2021-10-24T07:56:07Z
-17.8289,28.5529,13.9,3.8,2021-10-24T08:00:12Z
-17.8478,28.5654,11.2,2.7,2021-10-24T08:01:39Z
-17.8288,28.5576,11.2,2.4,2021-10-24T08:04:30Z
-17.8434,28.5593,10.5,2.6,2021-10-24T08:06:11Z
-17.8434,28.5605,11.1,2.6,2021-10-24T08:11:43Z
-17.8293,28.5594,12.2,2.9,2021-10-24T08:16:42Z
-17.8311,28.5634,10.8,2.4,2021-10-24T08:20:56Z
-17.8243,28.5673,13.8,3.1,2021-10-24T08:26:30Z
-17.8399,28.556,11.2,2.8,2021-10-24T08:34:30Z
-17.8426,28.5562,10.4,2.5,2021-10-24T08:39:26Z
-17.8381,28.5465,14,2.8,2021-10-24T08:42:18Z
-17.8273,28.5557,12.3,2.7,2021-10-24T08:45:10Z
-17.8426,28.5568,10.9,2.5,2021-10-24T08:54:21Z
-17.8374,28.5485,15.1,3.5,2021-10-24T08:56:37Z
-17.8326,28.5547,12.1,3.2,2021-10-24T08:57:58Z
-17.8402,28.5417,13.7,2.4,2021-10-24T09:03:27Z
-17.8194,28.5578,13.9,2.8,2021-10-24T09:10:44Z
-17.8484,28.5577,10.8,2.8,2021-10-24T09:15:29Z
-17.8328,28.5653,13.5,2.9,2021-10-24T09:18:20Z
-17.8278,28.5581,13.1,2.8,2021-10-24T09:19:50Z
-17.8371,28.5532,14.1,2.8,2021-10-24T09:30:12Z
-17.8326,28.5508,14.1,2.9,2021-10-24T09:31:31Z
-17.8333,28.5663,10.6,3.1,2021-10-24T09:40:35Z
-17.8329,28.5638,11.1,2.5,2021-10-24T09:45:54Z
-17.8586,28.5543,10.3,2.3,2021-10-24T09:59:24Z
-17.8324,28.5624,10.2,2.6,2021-10-24T10:07:47Z
-17.8342,28.5553,12.3,3.4,2021-10-24T10:18:16Z
-17.8193,28.5538,13.5,3.1,2021-10-24T10:23:12Z
-17.8298,28.5503,13.1,2.8,2021-10-24T10:26:38Z
-17.8509,28.5582,13.1,3,2021-10-24T10:30:37Z
-17.8344,28.5537,13,3.2,2021-10-24T10:36:17Z
-17.8203,28.5635,11.1,2.8,2021-10-24T10:37:41Z
-17.8193,28.5552,13.4,2.8,2021-10-24T11:01:05Z
-17.8451,28.5481,13.8,2.9,2021-10-24T11:02:26Z
-17.8365,28.5639,11.1,3.2,2021-10-24T11:04:29Z
-17.843,28.5636,10.8,2.9,2021-10-24T11:05:33Z
-17.8257,28.561,11.4,2.9,2021-10-24T11:08:06Z
-17.8542,28.5552,12.9,3.3,2021-10-24T11:30:42Z
-17.8391,28.5542,13.2,2.7,2021-10-24T11:33:49Z
-17.8353,28.5531,13.2,3.1,2021-10-24T11:41:00Z
-17.8063,28.5653,12.8,2.4,2021-10-24T11:47:37Z
-17.8311,28.5607,12,3.4,2021-10-24T11:49:08Z
-17.8438,28.5732,9.4,2.4,2021-10-24T11:53:21Z
-17.8289,28.5671,9.4,2.3,2021-10-24T11:56:44Z
-17.8452,28.5465,10.9,3.1,2021-10-24T11:57:51Z
-17.8816,28.5526,10.9,3.3,2021-10-24T12:06:57Z
-17.833,28.5663,9.9,3.2,2021-10-24T12:10:46Z
-17.8285,28.5604,11.2,3.1,2021-10-24T12:11:49Z
-17.8326,28.566,9.7,2.9,2021-10-24T12:14:46Z
-17.8406,28.5644,10.5,3.3,2021-10-24T12:23:26Z
-17.8363,28.5609,11,3.2,2021-10-24T12:25:01Z
-17.8458,28.5638,10.5,3.3,2021-10-24T12:26:48Z
-17.8226,28.5673,11,2.8,2021-10-24T12:30:13Z
-17.8348,28.5672,9.6,2.7,2021-10-24T12:33:30Z
-17.8305,28.5679,11.4,3.6,2021-10-24T12:37:43Z
-17.8368,28.5627,10.8,2.9,2021-10-24T12:54:08Z
-17.8237,28.5666,10.8,3,2021-10-24T12:58:15Z
-17.835,28.56,12.3,2.6,2021-10-24T13:06:20Z
-17.8254,28.5606,14.5,3.4,2021-10-24T13:08:24Z
-17.8159,28.5695,13,3.4,2021-10-24T13:08:24Z
-17.8336,28.5581,14,2.6,2021-10-24T13:14:35Z
-17.8472,28.5535,13.9,2.8,2021-10-24T13:20:40Z
-17.8466,28.565,13.2,3,2021-10-24T13:25:49Z
-17.8289,28.5507,14,3,2021-10-24T13:32:38Z
-17.828,28.552,14,2.8,2021-10-24T13:34:26Z
-17.8472,28.5666,9.9,2.7,2021-10-24T13:37:37Z
-17.8287,28.5628,12.3,2.9,2021-10-24T13:38:40Z
-17.8498,28.5478,13.8,3.4,2021-10-24T13:47:06Z
-17.8535,28.5619,9.4,2.4,2021-10-24T13:50:09Z
-17.8391,28.5612,11.4,3.6,2021-10-24T13:51:17Z
-17.8332,28.5583,12.8,2.6,2021-10-24T13:54:15Z
-17.8323,28.5469,13.8,3.1,2021-10-24T13:59:11Z
-17.8374,28.5594,12.5,3.2,2021-10-24T14:03:12Z
-17.8402,28.5647,10.8,3.5,2021-10-24T14:08:28Z
-17.8353,28.5656,10.6,3.1,2021-10-24T14:09:47Z
-17.8332,28.5666,10.9,2.9,2021-10-24T14:14:15Z
-17.8252,28.5645,9,2.8,2021-10-24T14:15:39Z
-17.8436,28.5599,10.1,3,2021-10-24T14:23:46Z
-17.8568,28.5586,14.7,2.8,2021-10-24T14:27:40Z
-17.835,28.5614,10.2,2.8,2021-10-24T14:32:47Z
-17.8313,28.5676,8.6,2.7,2021-10-24T14:33:45Z
-17.8386,28.5587,10.6,3.2,2021-10-24T14:42:35Z
-17.8411,28.5601,11.2,3.1,2021-10-24T14:45:54Z
-17.8329,28.5564,12.3,3.5,2021-10-24T14:55:44Z
-17.8271,28.5579,9.9,2.7,2021-10-24T14:57:52Z
-17.8379,28.5622,13.6,3,2021-10-24T15:00:32Z
-17.8407,28.5739,11.3,3.1,2021-10-24T15:15:00Z
-17.8447,28.5633,10.9,3,2021-10-24T15:16:30Z
-17.8354,28.5681,9.5,2.8,2021-10-24T15:19:03Z
-17.8245,28.565,10.9,2.8,2021-10-24T15:22:15Z
-17.8344,28.5722,8.9,2.8,2021-10-24T15:25:19Z
-17.847,28.5703,10.4,2.2,2021-10-24T15:42:44Z
-17.8446,28.5636,11.4,2.6,2021-10-24T15:45:31Z
-17.8409,28.5503,12.6,3.3,2021-10-24T15:47:02Z
-17.8443,28.5557,13.4,2.8,2021-10-24T15:49:06Z
-17.8309,28.5625,10.2,3.6,2021-10-24T15:54:48Z
-17.8337,28.5597,13.1,2.5,2021-10-24T15:59:33Z
-17.8292,28.5594,11.6,3.4,2021-10-24T16:10:09Z
-17.8312,28.57,10.1,2.6,2021-10-24T16:16:09Z
-17.8408,28.5643,9.9,2.9,2021-10-24T16:23:19Z
-17.8219,28.5687,11.6,3,2021-10-24T16:38:06Z
-17.8459,28.5453,14.2,3.4,2021-10-24T16:40:01Z
-17.8315,28.5688,9.4,3.2,2021-10-24T16:47:59Z
-17.8426,28.5557,12.5,3.2,2021-10-24T16:49:01Z
-17.8406,28.5695,10.3,2.7,2021-10-24T16:53:21Z
-17.847,28.5646,10.1,3.2,2021-10-24T16:58:30Z
